review_id,platform,product_name,rating,review_text,review_length,verified_purchase,duplicate_phrase_score,reviewer_history,review_post_gap
I14_0235,Amazon,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.64,1,0
I14_0236,Amazon,Apple iPhone 14 128GB,4,Awesome awesome awesome,3,0,0.69,1,0
I14_0237,Flipkart,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.11,65,8
I14_0238,Flipkart,Apple iPhone 14 128GB,4,Good phone but slightly expensive.,5,1,0.03,79,22
I14_0239,Croma,Apple iPhone 14 128GB,3,The phone performance is smooth and camera quality is good.,10,1,0.04,163,23
I14_0240,Flipkart,Apple iPhone 14 128GB,4,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.17,70,6
I14_0241,Flipkart,Apple iPhone 14 128GB,4,Best iPhone ever buy now,5,0,0.87,3,2
I14_0242,Croma,Apple iPhone 14 128GB,3,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.19,50,49
I14_0243,Flipkart,Apple iPhone 14 128GB,5,Good phone but slightly expensive.,5,1,0.01,131,40
I14_0244,Amazon,Apple iPhone 14 128GB,3,Satisfied with the performance and build quality.,7,1,0.27,113,57
I14_0245,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.91,1,1
I14_0246,Amazon,Apple iPhone 14 128GB,5,Loved it loved it loved it,6,0,0.77,1,1
I14_0247,Amazon,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.79,3,2
I14_0248,Amazon,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.04,75,48
I14_0249,Amazon,Apple iPhone 14 128GB,4,Super super quality very very nice,6,0,0.65,4,0
I14_0250,Amazon,Apple iPhone 14 128GB,5,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.2,24,49
I14_0251,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.83,3,0
I14_0252,Flipkart,Apple iPhone 14 128GB,5,Nice design and display quality.,5,1,0.29,70,13
I14_0253,Amazon,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.11,154,7
I14_0254,Flipkart,Apple iPhone 14 128GB,3,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.23,116,17
I14_0255,Croma,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.07,112,60
I14_0256,Amazon,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.03,189,12
I14_0257,Croma,Apple iPhone 14 128GB,5,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.08,161,31
I14_0258,Amazon,Apple iPhone 14 128GB,4,Best iPhone ever buy now,5,0,0.75,4,2
I14_0259,Amazon,Apple iPhone 14 128GB,4,Battery life is decent and works well for daily use.,10,1,0.08,123,7
I14_0260,Flipkart,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.2,158,50
I14_0261,Amazon,Apple iPhone 14 128GB,5,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.06,81,38
I14_0262,Croma,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.13,27,35
I14_0263,Amazon,Apple iPhone 14 128GB,5,iOS experience is smooth and reliable.,6,1,0.21,95,42
I14_0264,Amazon,Apple iPhone 14 128GB,4,Awesome awesome awesome,3,0,0.92,3,0
I14_0265,Amazon,Apple iPhone 14 128GB,5,iOS experience is smooth and reliable.,6,1,0.22,159,40
I14_0266,Croma,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.01,146,38
I14_0267,Amazon,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.79,1,2
I14_0268,Flipkart,Apple iPhone 14 128GB,3,Satisfied with the performance and build quality.,7,1,0.08,87,29
I14_0269,Amazon,Apple iPhone 14 128GB,5,Loved it loved it loved it,6,0,0.68,4,1
I14_0270,Amazon,Apple iPhone 14 128GB,4,Best iPhone ever buy now,5,0,0.76,3,0
I14_0271,Flipkart,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.77,3,1
I14_0272,Amazon,Apple iPhone 14 128GB,5,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.05,94,45
I14_0273,Amazon,Apple iPhone 14 128GB,4,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.09,23,56
I14_0274,Amazon,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.18,177,26
I14_0275,Amazon,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.08,84,5
I14_0276,Flipkart,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.2,93,39
I14_0277,Amazon,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.03,85,43
I14_0278,Flipkart,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.2,177,24
I14_0279,Croma,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.16,152,8
I14_0280,Flipkart,Apple iPhone 14 128GB,3,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.06,138,27
I14_0281,Amazon,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.05,152,46
I14_0282,Croma,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.18,93,37
I14_0283,Amazon,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.08,193,59
I14_0284,Amazon,Apple iPhone 14 128GB,5,iOS experience is smooth and reliable.,6,1,0.11,24,55
I14_0285,Amazon,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.83,2,2
I14_0286,Amazon,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.61,2,2
I14_0287,Amazon,Apple iPhone 14 128GB,4,Worth it worth it worth it,6,0,0.81,4,0
I14_0288,Croma,Apple iPhone 14 128GB,4,Good phone but slightly expensive.,5,1,0.11,151,24
I14_0289,Flipkart,Apple iPhone 14 128GB,4,Best iPhone ever buy now,5,0,0.62,1,0
I14_0290,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.94,5,1
I14_0291,Amazon,Apple iPhone 14 128GB,4,Battery life is decent and works well for daily use.,10,1,0.12,83,57
I14_0292,Amazon,Apple iPhone 14 128GB,3,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.05,180,15
I14_0293,Flipkart,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.19,96,54
I14_0294,Amazon,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.26,169,43
I14_0295,Croma,Apple iPhone 14 128GB,5,Very nice mobile must buy,5,0,0.86,4,1
I14_0296,Croma,Apple iPhone 14 128GB,5,Satisfied with the performance and build quality.,7,1,0.04,128,27
I14_0297,Amazon,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.23,78,8
I14_0298,Amazon,Apple iPhone 14 128GB,4,Satisfied with the performance and build quality.,7,1,0.26,34,52
I14_0299,Amazon,Apple iPhone 14 128GB,4,Best iPhone ever buy now,5,0,0.95,1,2
I14_0300,Amazon,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.24,109,50
