review_id,platform,product_name,rating,review_text,review_length,verified_purchase,duplicate_phrase_score,reviewer_history,review_post_gap
SG_0242,Snapdeal,SG English Willow Cricket Bat,3,Excellent quality English willow bat. The grains are visible and the bat performs very well with leather ball.,18,1,0.06,95,39
SG_0243,Snapdeal,SG English Willow Cricket Bat,3,Comfortable grip and decent performance.,5,1,0.09,149,12
SG_0244,Amazon,SG English Willow Cricket Bat,4,Excellent quality English willow bat. The grains are visible and the bat performs very well with leather ball.,18,1,0.19,136,34
SG_0245,Flipkart,SG English Willow Cricket Bat,5,Awesome awesome awesome,3,0,0.89,1,2
SG_0246,Flipkart,SG English Willow Cricket Bat,5,Excellent bat highly recommend,4,0,0.72,4,2
SG_0247,Snapdeal,SG English Willow Cricket Bat,3,Overall a good purchase for casual players.,7,1,0.04,145,24
SG_0248,Flipkart,SG English Willow Cricket Bat,3,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.28,36,20
SG_0249,Snapdeal,SG English Willow Cricket Bat,4,Good bat good bat,4,0,0.76,3,0
SG_0250,Amazon,SG English Willow Cricket Bat,3,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.02,129,49
SG_0251,Snapdeal,SG English Willow Cricket Bat,4,Awesome awesome awesome,3,0,0.93,1,2
SG_0252,Amazon,SG English Willow Cricket Bat,5,Overall a good purchase for casual players.,7,1,0.2,21,13
SG_0253,Flipkart,SG English Willow Cricket Bat,5,Amazing bat best best best,5,0,0.77,2,0
SG_0254,Snapdeal,SG English Willow Cricket Bat,5,Nice nice nice nice,4,0,0.82,5,0
SG_0255,Amazon,SG English Willow Cricket Bat,5,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.01,24,9
SG_0256,Flipkart,SG English Willow Cricket Bat,5,Nice nice nice nice,4,0,0.7,5,0
SG_0257,Snapdeal,SG English Willow Cricket Bat,5,Awesome awesome awesome,3,0,0.85,4,0
SG_0258,Snapdeal,SG English Willow Cricket Bat,5,Overall a good purchase for casual players.,7,1,0.19,47,48
SG_0259,Flipkart,SG English Willow Cricket Bat,3,Comfortable grip and decent performance.,5,1,0.2,38,8
SG_0260,Snapdeal,SG English Willow Cricket Bat,5,Loved it loved it loved it,6,0,0.72,1,2
SG_0261,Flipkart,SG English Willow Cricket Bat,3,I have been using this SG English Willow bat for several matches and the performance is excellent. The bat has good balance and solid stroke play.,26,1,0.04,98,55
SG_0262,Snapdeal,SG English Willow Cricket Bat,5,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.03,36,15
SG_0263,Amazon,SG English Willow Cricket Bat,5,Loved it loved it loved it,6,0,0.65,1,1
SG_0264,Amazon,SG English Willow Cricket Bat,4,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.13,141,52
SG_0265,Flipkart,SG English Willow Cricket Bat,4,Loved it loved it loved it,6,0,0.61,2,2
SG_0266,Snapdeal,SG English Willow Cricket Bat,4,Nice nice nice nice,4,0,0.95,2,1
SG_0267,Flipkart,SG English Willow Cricket Bat,4,Overall a good purchase for casual players.,7,1,0.12,77,29
SG_0268,Snapdeal,SG English Willow Cricket Bat,3,Works well for tennis ball cricket.,6,1,0.25,100,43
SG_0269,Snapdeal,SG English Willow Cricket Bat,5,Overall a good purchase for casual players.,7,1,0.24,158,32
SG_0270,Snapdeal,SG English Willow Cricket Bat,3,Nice balance and decent quality for the price.,8,1,0.16,162,17
SG_0271,Flipkart,SG English Willow Cricket Bat,4,Excellent bat highly recommend,4,0,0.91,2,2
SG_0272,Amazon,SG English Willow Cricket Bat,5,Satisfied with the bat quality.,5,1,0.22,161,41
SG_0273,Flipkart,SG English Willow Cricket Bat,4,Good bat good bat,4,0,0.9,4,0
SG_0274,Flipkart,SG English Willow Cricket Bat,3,Comfortable grip and decent performance.,5,1,0.07,97,30
SG_0275,Snapdeal,SG English Willow Cricket Bat,4,The bat feels good and is suitable for beginners.,9,1,0.22,179,31
SG_0276,Snapdeal,SG English Willow Cricket Bat,3,Nice balance and decent quality for the price.,8,1,0.09,186,53
SG_0277,Snapdeal,SG English Willow Cricket Bat,4,Very nice bat must buy,5,0,0.8,5,1
SG_0278,Flipkart,SG English Willow Cricket Bat,3,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.21,171,60
SG_0279,Snapdeal,SG English Willow Cricket Bat,4,Good bat for practice matches.,5,1,0.21,50,35
SG_0280,Flipkart,SG English Willow Cricket Bat,4,Worth it worth it worth it,6,0,0.86,2,1
SG_0281,Snapdeal,SG English Willow Cricket Bat,4,Overall a good purchase for casual players.,7,1,0.23,167,53
SG_0282,Amazon,SG English Willow Cricket Bat,3,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.15,156,15
SG_0283,Flipkart,SG English Willow Cricket Bat,4,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.23,148,6
SG_0284,Flipkart,SG English Willow Cricket Bat,5,Good bat for practice matches.,5,1,0.02,91,48
SG_0285,Snapdeal,SG English Willow Cricket Bat,5,Very nice bat must buy,5,0,0.85,5,1
SG_0286,Snapdeal,SG English Willow Cricket Bat,4,Awesome awesome awesome,3,0,0.6,2,1
SG_0287,Flipkart,SG English Willow Cricket Bat,5,Good bat for practice matches.,5,1,0.1,199,29
SG_0288,Snapdeal,SG English Willow Cricket Bat,5,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.24,147,45
SG_0289,Snapdeal,SG English Willow Cricket Bat,3,Overall a good purchase for casual players.,7,1,0.05,91,41
SG_0290,Amazon,SG English Willow Cricket Bat,5,Overall a good purchase for casual players.,7,1,0.3,92,24
SG_0291,Flipkart,SG English Willow Cricket Bat,4,Very satisfied with the purchase. The bat feels premium and provides good power and control.,15,1,0.12,160,29
SG_0292,Flipkart,SG English Willow Cricket Bat,4,Best cricket bat ever buy now,6,0,0.87,1,0
SG_0293,Flipkart,SG English Willow Cricket Bat,4,The bat feels good and is suitable for beginners.,9,1,0.02,190,54
SG_0294,Snapdeal,SG English Willow Cricket Bat,3,I have been using this SG English Willow bat for several matches and the performance is excellent. The bat has good balance and solid stroke play.,26,1,0.3,126,38
SG_0295,Flipkart,SG English Willow Cricket Bat,5,Worth it worth it worth it,6,0,0.68,1,2
SG_0296,Amazon,SG English Willow Cricket Bat,3,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.12,42,20
SG_0297,Flipkart,SG English Willow Cricket Bat,4,Works well for tennis ball cricket.,6,1,0.06,119,41
SG_0298,Flipkart,SG English Willow Cricket Bat,5,Original SG bat with good willow quality. Highly recommended for intermediate players.,12,1,0.04,31,37
SG_0299,Snapdeal,SG English Willow Cricket Bat,5,Used this bat in club-level matches and it performs consistently. Grip quality and balance are impressive.,16,1,0.08,83,30
SG_0300,Snapdeal,SG English Willow Cricket Bat,4,I have been using this SG English Willow bat for several matches and the performance is excellent. The bat has good balance and solid stroke play.,26,1,0.1,46,56
